matricula;marca;modelo;precio;descuento;localizacion;tipo;kilometros;fecha matriculacion;potencia;garantia;puertas;cambio;imagen;descripcion
4479qfv;mercedes;vito;2665.53;3.03;palencia;turismo;302432;2002-05-20;161;18 meses;4 puertas;automatico;coche/cochenaranja.jpg;qfv estas con las letras de mi matricula
7562hqk;audi;a4;2474.6;0.82;jaen;descapotable;99332;2021-04-07;104;4 meses;2 puertas;manual;coche/cocherojo.jpg;hqk estas con las letras de mi matricula
4197vil;honda;cr-v;2676.57;94.28;albacete;turismo;131897;1990-07-27;182;8 meses;4 puertas;automatico;coche/cochenegro.jpg;vil estas con las letras de mi matricula
5569isk;land rover;defender;9889.14;70.02;segovia;descapotable;469278;2012-09-16;161;22 meses;5 puertas;automatico;coche/cochenegro.jpg;isk estas con las letras de mi matricula
3360fhw;land rover;defender;1773.85;70.68;melilla;descapotable;181329;2001-04-04;87;16 meses;2 puertas;automatico;coche/cocherojo.jpg;fhw estas con las letras de mi matricula
8844rvw;honda;jazz;7478.21;5.03;jaen;turismo;310071;2010-09-08;82;4 meses;2 puertas;manual;coche/cocherojo.jpg;rvw estas con las letras de mi matricula
9423igq;land rover;discovery;9083.02;51.35;sevilla;turismo;411336;2000-11-30;46;6 meses;5 puertas;manual;coche/cochemarron.jpg;igq estas con las letras de mi matricula
8498sim;ford;mondeo;679.17;46.54;santa cruz de tenerife;turismo;26936;1981-04-08;88;12 meses;5 puertas;automatico;coche/cocheturquesa.jpeg;sim estas con las letras de mi matricula
8718ltk;lexus;ls;1659.71;10.76;lleida;sedan;282722;1971-01-19;66;8 meses;4 puertas;manual;coche/cocherojo.jpg;ltk estas con las letras de mi matricula
9144tiq;renault;megane;8219.17;68.54;melilla;descapotable;444995;1984-07-28;174;4 meses;5 puertas;automatico;coche/cocherojo.jpg;tiq estas con las letras de mi matricula
9456yjf;land rover;discovery;357.96;85.68;cantabria;sedan;180897;1997-01-23;181;24 meses;3 puertas;manual;coche/cocherojo.jpg;yjf estas con las letras de mi matricula
5771kjt;ford;custom;4095.16;49.03;barcelona;turismo;176486;2010-02-06;4;6 meses;5 puertas;automatico;coche/cochenaranja.jpg;kjt estas con las letras de mi matricula
3122cvm;hyhundai;bayon;4604.68;83.79;toledo;descapotable;81695;1977-02-27;177;18 meses;3 puertas;manual;coche/cochenegro.jpg;cvm estas con las letras de mi matricula
8500bsc;kia;picanto;7974.05;98.96;malaga;sedan;346311;1984-07-30;127;10 meses;2 puertas;automatico;coche/cochegranate.jpg;bsc estas con las letras de mi matricula
6939jds;hyhundai;elantra;3269.68;3.07;palencia;sedan;45356;2018-07-03;113;12 meses;5 puertas;automatico;coche/cochegranate.jpg;jds estas con las letras de mi matricula
9370cho;land rover;discovery;9447.78;15.61;huelva;descapotable;81422;1985-07-28;98;10 meses;4 puertas;automatico;coche/cochemarron.jpg;cho estas con las letras de mi matricula
9202bzy;cadillac;ct6;7603.26;31.27;almeria;turismo;336182;2005-07-30;39;22 meses;3 puertas;automatico;coche/cocheturquesa.jpeg;bzy estas con las letras de mi matricula
0703pjn;ford;fiesta;9531.12;78.89;segovia;descapotable;366164;1993-06-05;26;22 meses;4 puertas;manual;coche/cochenaranja.jpg;pjn estas con las letras de mi matricula
5889xdz;chevrolet;captiva;3774.31;66.39;lugo;turismo;86715;2018-05-12;22;20 meses;3 puertas;automatico;coche/cocherojo.jpg;xdz estas con las letras de mi matricula
0279jyw;honda;cr-v;7791.12;68.95;cordoba;turismo;289896;1977-11-19;85;2 meses;2 puertas;automatico;coche/cochemarron.jpg;jyw estas con las letras de mi matricula
6259mnm;bmw;serie 3;2418.42;7.05;leon;sedan;241520;2015-12-22;182;8 meses;4 puertas;manual;coche/cochenegro.jpg;mnm estas con las letras de mi matricula
3975lgo;kia;sorento;6357.1;21.62;ceuta;descapotable;403547;1984-09-02;184;12 meses;5 puertas;manual;coche/cochenegro.jpg;lgo estas con las letras de mi matricula
2802ihk;citroen;berlingo;2673.99;88.73;las palmas;descapotable;319950;2021-02-04;185;18 meses;5 puertas;automatico;coche/cochenegro.jpg;ihk estas con las letras de mi matricula
8080vws;renault;captur;8554.86;73.76;soria;sedan;116255;2020-12-20;78;14 meses;3 puertas;manual;coche/cochegranate.jpg;vws estas con las letras de mi matricula
0521yns;kia;sportage;8479.91;37.42;leon;sedan;310296;1979-02-15;143;14 meses;3 puertas;manual;coche/cochenaranja.jpg;yns estas con las letras de mi matricula
6440sjg;honda;cr-v;4978.81;90.72;ceuta;descapotable;324502;2016-06-13;12;14 meses;4 puertas;automatico;coche/cocherojo.jpg;sjg estas con las letras de mi matricula
3377ays;cadillac;ct6;4768.52;86.97;ceuta;turismo;220103;1981-07-15;115;18 meses;5 puertas;automatico;coche/cochegranate.jpg;ays estas con las letras de mi matricula
3235bgi;kia;picanto;5769.59;34.95;granada;descapotable;148137;1992-03-25;168;20 meses;4 puertas;manual;coche/cochenaranja.jpg;bgi estas con las letras de mi matricula
5519rsy;ford;mondeo;7569.35;26.5;sevilla;sedan;461455;1971-06-29;10;16 meses;3 puertas;automatico;coche/cocheturquesa.jpeg;rsy estas con las letras de mi matricula
2171vaj;mercedes;vito;3414.36;95.26;zaragoza;turismo;464136;1990-01-02;134;18 meses;2 puertas;automatico;coche/cocherojo.jpg;vaj estas con las letras de mi matricula
5590eqe;cadillac;ats;9923.86;52.83;murcia;turismo;183785;1970-05-04;111;12 meses;3 puertas;manual;coche/cocheturquesa.jpeg;eqe estas con las letras de mi matricula
9585dqx;chevrolet;camaro;4547.79;89.67;huelva;descapotable;348329;1981-05-09;178;14 meses;3 puertas;automatico;coche/cochenegro.jpg;dqx estas con las letras de mi matricula
1217toi;chevrolet;corvette;7915.89;37.6;navarra;turismo;375297;1998-12-14;186;2 meses;2 puertas;manual;coche/cochenegro.jpg;toi estas con las letras de mi matricula
1194sbo;chevrolet;aveo;5797.94;20.62;castellon;descapotable;398;1979-09-09;21;18 meses;2 puertas;manual;coche/cocherojo.jpg;sbo estas con las letras de mi matricula
5135hrt;audi;q5;2669.03;67.94;sevilla;descapotable;341882;1983-07-18;55;20 meses;2 puertas;manual;coche/cochemarron.jpg;hrt estas con las letras de mi matricula
1645mln;chevrolet;cruze;6861.22;98.45;almeria;descapotable;181562;1972-01-09;108;10 meses;5 puertas;automatico;coche/cocheturquesa.jpeg;mln estas con las letras de mi matricula
5160vzo;cadillac;escalade;5473.89;48.81;pontevedra;descapotable;100497;1980-02-04;124;14 meses;4 puertas;manual;coche/cocherojo.jpg;vzo estas con las letras de mi matricula
8582fyy;renault;captur;9822.02;32.58;tarragona;turismo;263011;1996-07-13;38;18 meses;2 puertas;manual;coche/cocherojo.jpg;fyy estas con las letras de mi matricula
6301kvq;kia;sorento;6521.17;28.75;toledo;sedan;113151;2019-06-08;46;24 meses;4 puertas;manual;coche/cochenaranja.jpg;kvq estas con las letras de mi matricula
8246cko;honda;cr-v;8432.09;57.46;girona;turismo;361774;2003-11-05;57;6 meses;2 puertas;manual;coche/cocherojo.jpg;cko estas con las letras de mi matricula
5102ywj;chevrolet;captiva;28.54;19.07;a coruna;sedan;99664;1989-05-16;62;2 meses;5 puertas;manual;coche/cochenaranja.jpg;ywj estas con las letras de mi matricula
6001ush;chevrolet;captiva;1340.31;40.9;guipuzcoa;descapotable;76118;1994-04-08;179;22 meses;2 puertas;automatico;coche/cochegranate.jpg;ush estas con las letras de mi matricula
0107gqf;chevrolet;captiva;4183.58;5.21;ciudad real;descapotable;344052;2009-11-13;189;22 meses;5 puertas;manual;coche/cochegranate.jpg;gqf estas con las letras de mi matricula
8949dfm;hyhundai;genesis;6857.25;49.39;alicante;sedan;309453;2014-07-02;16;16 meses;3 puertas;automatico;coche/cochegranate.jpg;dfm estas con las letras de mi matricula
4602zbx;bmw;serie 1;6347.64;72.57;alaba;turismo;87908;1996-05-15;81;22 meses;4 puertas;manual;coche/cochegranate.jpg;zbx estas con las letras de mi matricula
5645lgo;mercedes;clase c;8169.16;12.59;palencia;sedan;73405;2012-01-28;44;14 meses;5 puertas;manual;coche/cochenaranja.jpg;lgo estas con las letras de mi matricula
6207mfy;hyhundai;elantra;4935.23;99.23;badajoz;turismo;126150;1993-12-14;128;2 meses;4 puertas;automatico;coche/cocheturquesa.jpeg;mfy estas con las letras de mi matricula
9450dwe;audi;a3;3885.59;11.86;huesca;turismo;479349;2008-10-24;13;28 meses;4 puertas;automatico;coche/cochenegro.jpg;dwe estas con las letras de mi matricula
8445sln;fiat;500;2476.19;6.05;tarragona;turismo;88386;2011-06-13;61;8 meses;3 puertas;automatico;coche/cocherojo.jpg;sln estas con las letras de mi matricula
3661wto;bmw;serie 3;6413.04;39.82;segovia;sedan;401524;2009-06-19;152;2 meses;2 puertas;manual;coche/cochemarron.jpg;wto estas con las letras de mi matricula
1377xto;cadillac;escalade;7041.45;84.51;barcelona;turismo;280840;2012-12-10;189;30 meses;3 puertas;automatico;coche/cochenegro.jpg;xto estas con las letras de mi matricula
3324ulf;ford;focus;9215.45;81.74;alaba;sedan;121373;2020-05-18;94;4 meses;5 puertas;automatico;coche/cochenegro.jpg;ulf estas con las letras de mi matricula
4137hse;fiat;panda;6786.7;17.45;murcia;turismo;382147;1983-02-21;184;22 meses;3 puertas;automatico;coche/cocherojo.jpg;hse estas con las letras de mi matricula
9253yvv;honda;cr-v;8028.76;85.59;la rioja;descapotable;282096;2020-12-05;37;28 meses;4 puertas;manual;coche/cochemarron.jpg;yvv estas con las letras de mi matricula
3966zpk;honda;jazz;7296.05;77.98;lleida;descapotable;436955;1996-06-26;38;20 meses;5 puertas;manual;coche/cochenegro.jpg;zpk estas con las letras de mi matricula
6088qtm;kia;sorento;9537.37;6.94;zamora;sedan;306857;2016-04-26;52;12 meses;5 puertas;manual;coche/cochenaranja.jpg;qtm estas con las letras de mi matricula
4437pkd;bmw;serie 5;3960.66;87.66;sevilla;descapotable;12901;2013-05-13;42;20 meses;2 puertas;manual;coche/cochenegro.jpg;pkd estas con las letras de mi matricula
9681fmi;cadillac;escalade;2432.16;59.6;islas baleares;turismo;425095;2016-01-24;32;18 meses;4 puertas;automatico;coche/cochegranate.jpg;fmi estas con las letras de mi matricula
7454tjj;fiat;doblo;847.63;24.86;las palmas;turismo;379372;2003-05-15;67;22 meses;3 puertas;automatico;coche/cochenaranja.jpg;tjj estas con las letras de mi matricula
1111kia;hyhundai;genesis;6975.98;27.38;madrid;turismo;202890;2020-05-31;18;20 meses;3 puertas;manual;coche/cocherojo.jpg;kia estas con las letras de mi matricula
6934rbm;hyhundai;sonata;3902.12;68.77;huesca;descapotable;304893;1974-10-15;78;4 meses;4 puertas;automatico;coche/cochenaranja.jpg;rbm estas con las letras de mi matricula
7901qmd;land rover;defender;1834.09;62.5;tarragona;sedan;195703;2006-11-06;101;22 meses;2 puertas;automatico;coche/cochenaranja.jpg;qmd estas con las letras de mi matricula
3062eqb;cadillac;ats;602.36;59.17;cantabria;turismo;459115;1975-03-21;62;20 meses;4 puertas;manual;coche/cocherojo.jpg;eqb estas con las letras de mi matricula
1936qrd;cadillac;escalade;1639.69;79.79;islas baleares;sedan;216827;1974-03-12;110;8 meses;3 puertas;manual;coche/cochenaranja.jpg;qrd estas con las letras de mi matricula
7052vdo;kia;sportage;6426.93;97.07;islas baleares;turismo;471480;1991-08-17;93;12 meses;2 puertas;manual;coche/cocheturquesa.jpeg;vdo estas con las letras de mi matricula
1930iec;citroen;c3;2507.2;35.34;pontevedra;descapotable;354186;1983-09-15;3;28 meses;4 puertas;manual;coche/cochegranate.jpg;iec estas con las letras de mi matricula
3068vsh;audi;a4;4126.46;9.44;toledo;turismo;220269;1988-11-29;176;24 meses;3 puertas;manual;coche/cocheturquesa.jpeg;vsh estas con las letras de mi matricula
8240mcc;lexus;ls;9887.1;2.27;lleida;descapotable;229181;2013-06-21;146;18 meses;4 puertas;manual;coche/cochenegro.jpg;mcc estas con las letras de mi matricula
0715iee;bmw;serie 1;5119.13;92.19;albacete;turismo;226892;1971-12-17;42;30 meses;4 puertas;automatico;coche/cocheturquesa.jpeg;iee estas con las letras de mi matricula
6426acq;renault;captur;9060.96;20.06;madrid;descapotable;91907;1988-09-28;116;4 meses;2 puertas;manual;coche/cocheturquesa.jpeg;acq estas con las letras de mi matricula
0027hgx;ford;mondeo;7628.8;79.56;avila;descapotable;431777;1973-04-07;12;10 meses;4 puertas;automatico;coche/cochenegro.jpg;hgx estas con las letras de mi matricula
7495hio;renault;captur;2390.03;55.03;girona;sedan;379093;1971-07-23;44;20 meses;2 puertas;automatico;coche/cochegranate.jpg;hio estas con las letras de mi matricula
4662awq;ford;tourne;8026.68;18.42;salamanca;sedan;339880;2009-08-28;94;12 meses;2 puertas;automatico;coche/cocherojo.jpg;awq estas con las letras de mi matricula
8639yvp;chevrolet;corvette;4452.2;52.03;ciudad real;turismo;441740;1991-07-04;79;10 meses;5 puertas;automatico;coche/cochenaranja.jpg;yvp estas con las letras de mi matricula
8758bod;hyhundai;genesis;7413.98;41.95;asturias;sedan;477778;1989-11-15;23;28 meses;5 puertas;automatico;coche/cochenegro.jpg;bod estas con las letras de mi matricula
5678fry;fiat;500;9597.37;91.47;valencia;sedan;443799;2014-01-26;97;22 meses;5 puertas;manual;coche/cochegranate.jpg;fry estas con las letras de mi matricula
7747wnc;ford;fiesta;5804.67;34.78;cuenca;turismo;155155;2016-12-12;63;16 meses;2 puertas;manual;coche/cocherojo.jpg;wnc estas con las letras de mi matricula
4347chx;seat;cordoba;2510.66;21.72;santa cruz de tenerife;turismo;171006;2021-11-06;188;16 meses;3 puertas;automatico;coche/cochegranate.jpg;chx estas con las letras de mi matricula
8261dzn;mercedes;clase a;5512.32;95.03;alicante;descapotable;382273;2006-03-15;179;22 meses;3 puertas;manual;coche/cochenaranja.jpg;dzn estas con las letras de mi matricula
1330cmy;chevrolet;cruze;1553.93;3.58;a coruna;turismo;479284;2019-09-29;86;30 meses;5 puertas;manual;coche/cochemarron.jpg;cmy estas con las letras de mi matricula
7005obv;honda;hr-v;9348.69;25.87;jaen;sedan;292556;1994-03-21;154;24 meses;4 puertas;manual;coche/cocheturquesa.jpeg;obv estas con las letras de mi matricula
9450dtx;lexus;ns;5788.83;29.54;huesca;sedan;342310;1990-08-13;24;4 meses;2 puertas;manual;coche/cocherojo.jpg;dtx estas con las letras de mi matricula
1685qya;citroen;aircross;6420.74;4.72;leon;turismo;182801;1974-02-05;11;14 meses;3 puertas;automatico;coche/cochemarron.jpg;qya estas con las letras de mi matricula
0228pyd;honda;cr-v;1557.84;26.02;a coruna;sedan;183540;2017-01-16;100;8 meses;5 puertas;manual;coche/cochegranate.jpg;pyd estas con las letras de mi matricula
0354eaq;chevrolet;cruze;1651.05;12.28;castellon;turismo;163679;2020-04-12;4;22 meses;3 puertas;automatico;coche/cochenaranja.jpg;eaq estas con las letras de mi matricula
9694gdy;ford;mondeo;412.93;49.19;asturias;sedan;295487;1973-05-19;193;30 meses;4 puertas;automatico;coche/cochemarron.jpg;gdy estas con las letras de mi matricula
3603djc;honda;cr-v;8075.52;4.07;valencia;descapotable;64347;1999-04-26;3;30 meses;5 puertas;automatico;coche/cocheturquesa.jpeg;djc estas con las letras de mi matricula
3848gxq;hyhundai;sonata;4973.64;75.7;navarra;sedan;24286;2000-12-08;181;2 meses;2 puertas;automatico;coche/cochegranate.jpg;gxq estas con las letras de mi matricula
1989ety;audi;a6;463.03;39.43;avila;descapotable;269906;2013-03-05;178;18 meses;2 puertas;automatico;coche/cocherojo.jpg;ety estas con las letras de mi matricula
3684sqt;hyhundai;genesis;304.61;60.85;santa cruz de tenerife;descapotable;185759;1975-09-09;94;18 meses;4 puertas;automatico;coche/cochemarron.jpg;sqt estas con las letras de mi matricula
2060htd;lexus;rx;2674.18;87.93;palencia;descapotable;117101;2019-02-03;146;8 meses;3 puertas;automatico;coche/cochenegro.jpg;htd estas con las letras de mi matricula
0239ijd;audi;a4;9495.3;79.15;sevilla;sedan;379841;1997-01-26;71;10 meses;3 puertas;manual;coche/cochenegro.jpg;ijd estas con las letras de mi matricula
4600yfk;ford;mondeo;4531.91;66.12;ciudad real;turismo;437084;1983-07-31;148;8 meses;4 puertas;manual;coche/cochenaranja.jpg;yfk estas con las letras de mi matricula
0854yao;audi;a6;4108.96;56.6;ourense;descapotable;51052;1994-10-29;21;28 meses;5 puertas;automatico;coche/cocherojo.jpg;yao estas con las letras de mi matricula
3773uik;ford;mondeo;4384.22;78.05;burgos;sedan;44141;2014-01-12;179;18 meses;4 puertas;automatico;coche/cochenegro.jpg;uik estas con las letras de mi matricula
8916awk;bmw;serie1;5749.79;58.5;cordoba;descapotable;115907;2003-07-18;199;12 meses;3 puertas;manual;coche/cocheturquesa.jpeg;awk estas con las letras de mi matricula
9176pyx;hyhundai;bayon;2466.58;19.09;cuenca;turismo;155898;1981-04-05;68;12 meses;5 puertas;automatico;coche/cochemarron.jpg;pyx estas con las letras de mi matricula
3226gof;citroen;aircross;474.69;55.75;teruel;sedan;58427;1991-02-08;157;10 meses;4 puertas;manual;coche/cocherojo.jpg;gof estas con las letras de mi matricula
4418doi;audi;a3;2702.45;83.45;cadiz;descapotable;425834;1975-04-24;113;2 meses;5 puertas;automatico;coche/cocherojo.jpg;doi estas con las letras de mi matricula
0287wjz;kia;rio;1000.11;6.16;cantabria;sedan;103926;2010-04-04;30;20 meses;4 puertas;manual;coche/cochenegro.jpg;wjz estas con las letras de mi matricula
1075eko;fiat;doblo;9030.73;47.01;cuenca;descapotable;469380;1991-10-25;28;30 meses;2 puertas;manual;coche/cochenaranja.jpg;eko estas con las letras de mi matricula
1916bpw;lexus;ns;9950.49;76.54;ourense;descapotable;108485;1987-11-11;139;14 meses;5 puertas;manual;coche/cochenaranja.jpg;bpw estas con las letras de mi matricula
7446uur;porsche;spyder;4193.54;2.82;vizcaya;descapotable;477496;2017-03-09;147;30 meses;2 puertas;automatico;coche/cocheturquesa.jpeg;uur estas con las letras de mi matricula
8303ggf;kia;rio;8412.32;98.19;lugo;descapotable;241407;1979-11-18;156;30 meses;2 puertas;manual;coche/cocherojo.jpg;ggf estas con las letras de mi matricula
4596fsb;ford;fiesta;939.77;36.55;huelva;sedan;191745;1986-07-12;143;14 meses;3 puertas;automatico;coche/cochegranate.jpg;fsb estas con las letras de mi matricula
2385sog;ford;tourne;5889.51;7.11;lugo;descapotable;45886;2021-12-31;125;4 meses;3 puertas;manual;coche/cochegranate.jpg;sog estas con las letras de mi matricula
7804twm;ford;focus;3384.55;29.66;santa cruz de tenerife;descapotable;491348;2012-07-06;105;20 meses;2 puertas;automatico;coche/cocheturquesa.jpeg;twm estas con las letras de mi matricula
5129wrs;citroen;berlingo;8987.48;78.26;zamora;sedan;464952;2002-12-31;93;18 meses;4 puertas;automatico;coche/cocherojo.jpg;wrs estas con las letras de mi matricula
1467erp;chevrolet;camaro;2268.89;65.22;lugo;descapotable;440408;2016-11-04;119;18 meses;3 puertas;manual;coche/cochegranate.jpg;erp estas con las letras de mi matricula
3523bca;ford;fiesta;8958.6;20.77;asturias;sedan;241710;2004-07-03;33;4 meses;5 puertas;automatico;coche/cochenaranja.jpg;bca estas con las letras de mi matricula
7371avm;chevrolet;aveo;9712.74;60.06;palencia;descapotable;396267;1976-03-12;119;24 meses;2 puertas;manual;coche/cochenaranja.jpg;avm estas con las letras de mi matricula
9264xzg;citroen;c3;2894.49;59.86;ciudad real;turismo;173990;1984-10-02;97;2 meses;2 puertas;automatico;coche/cocheturquesa.jpeg;xzg estas con las letras de mi matricula
3353cti;audi;tt;6074.91;1.09;leon;descapotable;471849;2014-12-29;189;18 meses;4 puertas;automatico;coche/cochegranate.jpg;cti estas con las letras de mi matricula
4130jbz;land rover;discovery;2365.46;78.81;navarra;descapotable;452287;2006-12-15;108;10 meses;3 puertas;automatico;coche/cocheturquesa.jpeg;jbz estas con las letras de mi matricula
8688tzi;renault;megane;6827.82;13.87;santa cruz de tenerife;turismo;58992;2007-10-29;11;22 meses;4 puertas;automatico;coche/cochemarron.jpg;tzi estas con las letras de mi matricula
6338fqg;fiat;panda;5292.83;2.56;huelva;turismo;103706;1989-07-12;87;4 meses;4 puertas;manual;coche/cocherojo.jpg;fqg estas con las letras de mi matricula
6366win;audi;a6;209.4;32.87;jaen;sedan;448345;1994-11-28;105;6 meses;3 puertas;automatico;coche/cochegranate.jpg;win estas con las letras de mi matricula
5552naz;hyhundai;genesis;180.13;58.51;guadalajara;sedan;193231;2000-11-29;22;22 meses;5 puertas;automatico;coche/cochemarron.jpg;naz estas con las letras de mi matricula
4684aqa;lexus;rx;4302.08;89.75;albacete;turismo;23294;1977-12-27;184;8 meses;2 puertas;manual;coche/cochegranate.jpg;aqa estas con las letras de mi matricula
7030ezf;renault;captur;9559.08;80.06;huelva;descapotable;341131;2001-03-06;86;30 meses;2 puertas;manual;coche/cochenaranja.jpg;ezf estas con las letras de mi matricula
4129lmb;honda;jazz;4906.42;0.01;castellon;sedan;223367;2020-04-19;73;2 meses;5 puertas;manual;coche/cochenaranja.jpg;lmb estas con las letras de mi matricula
9935lwp;lexus;rx;2984.16;88.67;toledo;sedan;162032;1988-06-11;167;8 meses;3 puertas;automatico;coche/cochenaranja.jpg;lwp estas con las letras de mi matricula
1642ypy;bmw;serie 1;6766.28;9.75;zamora;descapotable;184941;2002-04-06;11;14 meses;4 puertas;automatico;coche/cochemarron.jpg;ypy estas con las letras de mi matricula
7444gsy;citroen;berlingo;6875.84;57.3;madrid;sedan;268205;1971-12-28;159;2 meses;4 puertas;automatico;coche/cochenegro.jpg;gsy estas con las letras de mi matricula
9257ofw;chevrolet;cruze;8869.19;82.25;lugo;descapotable;63753;1985-12-22;115;28 meses;4 puertas;automatico;coche/cochenegro.jpg;ofw estas con las letras de mi matricula
0439vde;kia;picanto;1863.12;6.18;sevilla;turismo;468040;2015-07-16;180;12 meses;2 puertas;manual;coche/cocheturquesa.jpeg;vde estas con las letras de mi matricula
5507iqk;honda;jazz;5342.56;57.27;guipuzcoa;sedan;82256;1985-09-05;197;20 meses;4 puertas;automatico;coche/cochemarron.jpg;iqk estas con las letras de mi matricula
5364zbp;kia;sorento;3640.55;80.91;malaga;sedan;143697;1991-05-20;24;16 meses;2 puertas;manual;coche/cochegranate.jpg;zbp estas con las letras de mi matricula
7939fkr;bmw;serie 5;1736.5;70.84;ourense;descapotable;79620;2020-06-11;140;12 meses;3 puertas;manual;coche/cochenegro.jpg;fkr estas con las letras de mi matricula
0417dum;lexus;ls;7784.75;77.22;malaga;descapotable;446369;1992-02-28;187;4 meses;5 puertas;manual;coche/cocherojo.jpg;dum estas con las letras de mi matricula
7901bqb;lexus;rx;7473.72;47.31;soria;turismo;499490;1990-12-25;19;4 meses;3 puertas;manual;coche/cochemarron.jpg;bqb estas con las letras de mi matricula
8735eea;lexus;rx;1179.13;92.97;malaga;sedan;431577;1991-10-01;44;16 meses;5 puertas;automatico;coche/cochegranate.jpg;eea estas con las letras de mi matricula
4347lks;cadillac;ct6;2836.66;74.22;cordoba;sedan;181747;1989-05-15;29;22 meses;3 puertas;automatico;coche/cochemarron.jpg;lks estas con las letras de mi matricula
6793zuf;honda;jazz;5951.19;85.09;ciudad real;turismo;349153;2005-12-29;41;6 meses;2 puertas;manual;coche/cochenegro.jpg;zuf estas con las letras de mi matricula
6663vtp;renault;megane;9927.39;28.54;navarra;descapotable;345114;1978-11-03;38;16 meses;4 puertas;automatico;coche/cochenaranja.jpg;vtp estas con las letras de mi matricula
3282jmk;fiat;doblo;271.37;52.99;girona;descapotable;81959;1994-12-17;159;14 meses;3 puertas;manual;coche/cochenegro.jpg;jmk estas con las letras de mi matricula
3932bfb;mercedes;vito;3956.91;28.29;barcelona;turismo;50581;1972-07-18;73;20 meses;2 puertas;manual;coche/cochegranate.jpg;bfb estas con las letras de mi matricula
5464sjf;mercedes;vito;1434.45;73.25;albacete;descapotable;411328;1977-08-30;197;16 meses;3 puertas;automatico;coche/cochegranate.jpg;sjf estas con las letras de mi matricula
1321wov;lexus;rx;1209.73;95.98;ourense;sedan;96133;2012-10-01;37;6 meses;2 puertas;manual;coche/cochenaranja.jpg;wov estas con las letras de mi matricula
7879cnr;chevrolet;cruze;3069.4;99.6;cantabria;sedan;222110;2005-05-12;152;2 meses;2 puertas;manual;coche/cochemarron.jpg;cnr estas con las letras de mi matricula
0656bjt;citroen;c4;1998.59;31.29;badajoz;turismo;494672;1992-03-22;122;2 meses;5 puertas;automatico;coche/cocherojo.jpg;bjt estas con las letras de mi matricula
3897tke;ford;mondeo;4205.23;85.35;islas baleares;descapotable;130672;1987-09-13;167;8 meses;3 puertas;manual;coche/cochemarron.jpg;tke estas con las letras de mi matricula
2136pzx;kia;picanto;6589.96;22.42;soria;descapotable;350187;2005-11-23;46;20 meses;4 puertas;manual;coche/cocherojo.jpg;pzx estas con las letras de mi matricula
0971njy;hyhundai;sonata;9930.79;92.06;cordoba;sedan;377164;2000-11-29;110;2 meses;5 puertas;manual;coche/cocherojo.jpg;njy estas con las letras de mi matricula
9627jwl;citroen;c3;1586.84;21.88;castellon;descapotable;329789;1982-03-05;73;10 meses;2 puertas;manual;coche/cocherojo.jpg;jwl estas con las letras de mi matricula
7492svg;honda;jazz;3223.3;78.01;alicante;turismo;356858;1974-06-23;167;28 meses;5 puertas;manual;coche/cocheturquesa.jpeg;svg estas con las letras de mi matricula
7564rxn;ford;fiesta;1356.81;27.18;almeria;sedan;220876;1982-07-23;98;16 meses;2 puertas;manual;coche/cochenaranja.jpg;rxn estas con las letras de mi matricula
3158buk;hyhundai;sonata;7760.8;88.25;vizcaya;sedan;219733;1990-07-23;150;30 meses;5 puertas;automatico;coche/cochegranate.jpg;buk estas con las letras de mi matricula
6472irs;renault;captur;2100.1;5.75;albacete;turismo;252483;2003-08-16;91;18 meses;4 puertas;automatico;coche/cochegranate.jpg;irs estas con las letras de mi matricula
4377zox;lexus;ls;3336.22;96.11;teruel;sedan;133728;1980-02-29;157;18 meses;4 puertas;automatico;coche/cocherojo.jpg;zox estas con las letras de mi matricula
0361rko;ford;mondeo;3840.27;16.18;guadalajara;turismo;444320;1991-04-18;52;16 meses;4 puertas;automatico;coche/cocherojo.jpg;rko estas con las letras de mi matricula
1355gem;audi;a3;1902.19;64.45;cadiz;descapotable;486543;2019-07-24;103;24 meses;2 puertas;automatico;coche/cochenegro.jpg;gem estas con las letras de mi matricula
6596mzz;cadillac;escalade;623.88;6.0;jaen;turismo;147046;1977-08-07;1;20 meses;5 puertas;manual;coche/cochenegro.jpg;mzz estas con las letras de mi matricula
0353ozn;ford;tourne;4734.64;33.41;valladolid;descapotable;465106;2012-06-09;81;8 meses;3 puertas;manual;coche/cochenaranja.jpg;ozn estas con las letras de mi matricula
5712xnj;chevrolet;camaro;9832.13;86.84;madrid;sedan;442576;1980-11-08;121;20 meses;4 puertas;automatico;coche/cochenaranja.jpg;xnj estas con las letras de mi matricula
2655qta;hyhundai;genesis;9395.29;52.1;salamanca;sedan;298352;1987-09-16;84;10 meses;3 puertas;manual;coche/cocheturquesa.jpeg;qta estas con las letras de mi matricula
6625qrc;lexus;ls;9690.99;49.01;teruel;turismo;10584;2005-07-10;21;22 meses;2 puertas;manual;coche/cochemarron.jpg;qrc estas con las letras de mi matricula
9032wfg;cadillac;ct6;2513.8;31.41;valladolid;turismo;279981;1999-02-21;57;14 meses;2 puertas;manual;coche/cocheturquesa.jpeg;wfg estas con las letras de mi matricula
9213jhx;porsche;spyder;2289.42;15.73;badajoz;sedan;434368;1990-05-16;112;16 meses;3 puertas;automatico;coche/cochegranate.jpg;jhx estas con las letras de mi matricula
